pairs_id,indate_date,first_instrument,second_instrument,prime_instrument,boundary_unit_num,region_drift,region_0,region_1,region_2,region_3,region_4,region_5,region_6,region_7,up_boundary_5,up_boundary_4,up_boundary_3,up_boundary_2,up_boundary_1,down_boundary_1,down_boundary_2,down_boundary_3,down_boundary_4,down_boundary_5,today_fee,wait_window,favor_times,unfavor_times,abs_threshold,boundary_tick_lock,wait2_windows,after_tick,night_type,if_add,limitcoef,abs_threshold_after,kind,before_tick,before_cancel_flag,before_cancel_num,max_position,min_position,region_tick_lock,region_unit_num,If_SP,SP_InstrumentID
AG2309-2310,20221017_0,AG2309.XSGE,AG2310.XSGE,AG2309.XSGE,0,0,-13.0,-15.0,-17.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,2,1,1,32,AG,0,1,1,14,0,10,1,0,Null
AG2309-2312,20221017_0,AG2309.XSGE,AG2312.XSGE,AG2312.XSGE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,2,1,1,32,AG,0,1,1,14,0,17,2,0,Null
AG2310-2311,20221017_0,AG2310.XSGE,AG2311.XSGE,AG2310.XSGE,0,0,-13.0,-15.0,-17.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,2,1,1,32,AG,0,1,1,14,0,11,1,0,Null
AG2311-2312,20221017_0,AG2311.XSGE,AG2312.XSGE,AG2312.XSGE,0,0,-13.0,-15.0,-17.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,2,1,1,32,AG,0,1,1,14,0,11,1,0,Null
AG2312-2401,20221017_0,AG2312.XSGE,AG2401.XSGE,AG2312.XSGE,0,0,-13.0,-15.0,-17.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,2,1,1,32,AG,0,1,1,14,0,20,1,0,Null
AG2401-2402,20221017_0,AG2401.XSGE,AG2402.XSGE,AG2401.XSGE,0,0,-13.0,-15.0,-16.0,-17.0,-18.0,-19,-20,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,2,1,1,32,AG,0,1,1,14,0,15,1,0,Null
AG2402-2403,20221017_0,AG2402.XSGE,AG2403.XSGE,AG2403.XSGE,0,0,-16.0,-18.0,-20.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,2,1,1,32,AG,0,1,1,14,0,15,1,0,Null
AG2403-2404,20221017_0,AG2403.XSGE,AG2404.XSGE,AG2403.XSGE,0,0,-15.0,-16.0,-16.0,-16.0,-18.0,-18,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,2,1,1,32,AG,0,1,1,14,0,15,1,0,Null
AG2404-2405,20221017_0,AG2404.XSGE,AG2405.XSGE,AG2405.XSGE,0,0,-16.0,-16.0,-17.0,-17.0,-18.0,-20,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,2,1,1,32,AG,0,1,1,14,0,16,2,0,Null
AG2405-2406,20221017_0,AG2405.XSGE,AG2406.XSGE,AG2406.XSGE,0,0,-16.0,-17.0,-19.0,-20.0,-21.0,-22,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,2,1,1,32,AG,0,1,1,14,0,16,2,0,Null
AL2307-2308,20220908_1,AL2307.XSGE,AL2308.XSGE,AL2308.XSGE,0,0,10.0,0.0,-20.0,-25.0,-30.0,-40,-50,-70,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,0,8,8,AL,0,1,1,19,0,16,1,0,Null
AL2308-2309,20220908_1,AL2308.XSGE,AL2309.XSGE,AL2308.XSGE,0,0,10.0,0.0,-20.0,-25.0,-30.0,-40,-50,-70,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,0,8,8,AL,0,1,1,19,0,3,1,0,Null
AL2309-2310,20220908_1,AL2309.XSGE,AL2310.XSGE,AL2309.XSGE,0,0,0.0,-20.0,-25.0,-30.0,-40.0,-50,-70,-80,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,1,8,8,AL,0,1,1,19,0,5,1,0,Null
AL2310-2311,20220908_1,AL2310.XSGE,AL2311.XSGE,AL2310.XSGE,0,0,0.0,-20.0,-25.0,-30.0,-40.0,-50,-70,-80,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,1,8,8,AL,0,1,1,19,0,2,1,0,Null
AL2311-2312,20220908_1,AL2311.XSGE,AL2312.XSGE,AL2311.XSGE,0,0,-20.0,-25.0,-30.0,-40.0,-50.0,-70,-80,-80,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,1,8,8,AL,0,1,1,19,0,12,1,0,Null
AL2312-2401,20220908_1,AL2312.XSGE,AL2401.XSGE,AL2312.XSGE,0,0,20.0,0.0,-30.0,-40.0,-50.0,-70,-80,-80,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,1,8,8,AL,0,1,1,19,0,25,1,0,Null
AL2401-2402,20220908_1,AL2401.XSGE,AL2402.XSGE,AL2401.XSGE,0,0,10.0,-10.0,-20.0,-100.0,-120.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,1,8,8,AL,0,1,1,19,0,25,1,0,Null
AL2402-2403,20220908_1,AL2402.XSGE,AL2403.XSGE,AL2402.XSGE,0,0,-10.0,-20.0,-30.0,-100.0,-120.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,1,8,8,AL,0,1,1,19,0,25,1,0,Null
AL2403-2404,20220908_1,AL2403.XSGE,AL2404.XSGE,AL2403.XSGE,0,0,10.0,0.0,-100.0,-120.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,1,8,8,AL,0,1,1,19,0,25,1,0,Null
AU2308-2310,20221017_0,AU2308.XSGE,AU2310.XSGE,AU2310.XSGE,0,0,-1.18,-1.22,-1.32,-1.32,-1.4,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,2,0,1,16,AU,0,1,1,9,0,16,2,0,Null
AU2310-2312,20221017_0,AU2310.XSGE,AU2312.XSGE,AU2312.XSGE,0,0,-1.14,-1.22,-1.32,-1.42,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,2,1,1,16,AU,0,1,1,9,0,20,1,0,Null
AU2312-2402,20221017_0,AU2312.XSGE,AU2402.XSGE,AU2312.XSGE,0,0,-1.22,-1.4,-1.4,-1.6,-1.8,-2,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,2,1,1,16,AU,0,1,1,9,0,22,1,0,Null
AU2402-2404,20221017_0,AU2402.XSGE,AU2404.XSGE,AU2402.XSGE,0,0,-1.3,-1.4,-1.5,-1.56,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,2,1,1,16,AU,0,1,1,9,0,22,1,0,Null
B2308-2307,20220906_2,B2308.XDCE,B2307.XDCE,B2307.XDCE,0,0,-45.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,0,5,16,B,0,1,1,15,0,5,4,0,Null
B2308-2309,20220906_2,B2308.XDCE,B2309.XDCE,B2308.XDCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,20,1,0,5,32,B,0,1,1,15,0,12,2,0,Null
B2309-2308,20220906_2,B2309.XDCE,B2308.XDCE,B2308.XDCE,0,0,-110.0,-115.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,20,1,0,5,32,B,0,1,1,11,0,15,4,0,Null
B2309-2310,20220906_2,B2309.XDCE,B2310.XDCE,B2309.XDCE,0,0,5.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,20,1,1,5,32,B,0,1,1,15,0,30,4,0,Null
B2310-2311,20220906_2,B2310.XDCE,B2311.XDCE,B2310.XDCE,0,0,5.0,0.0,-5.0,-10.0,-15.0,-20,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,20,1,1,5,32,B,0,1,1,15,0,100,1,0,Null
BU2307-2308,20220914_2,BU2307.XSGE,BU2308.XSGE,BU2307.XSGE,0,0,5.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,8,32,BU,0,1,1,14,0,10,1,0,Null
BU2308-2309,20220914_2,BU2308.XSGE,BU2309.XSGE,BU2308.XSGE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,8,32,BU,0,1,1,14,0,20,1,0,Null
BU2309-2310,20220914_2,BU2309.XSGE,BU2310.XSGE,BU2309.XSGE,0,0,0.0,-5.0,-10.0,-20.0,-30.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,8,32,BU,0,1,1,14,0,30,1,0,Null
BU2310-2311,20220914_2,BU2310.XSGE,BU2311.XSGE,BU2310.XSGE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,8,32,BU,0,1,1,14,0,30,1,0,Null
BU2311-2312,20220914_2,BU2311.XSGE,BU2312.XSGE,BU2311.XSGE,0,0,0.0,-5.0,-10.0,-20.0,-30.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,8,32,BU,0,1,1,14,0,30,1,0,Null
BU2312-2401,20220914_2,BU2312.XSGE,BU2401.XSGE,BU2312.XSGE,0,0,10.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,8,32,BU,0,1,1,14,0,30,1,0,Null
BU2401-2402,20230706_2,BU2401.XSGE,BU2402.XSGE,BU2401.XSGE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,5,32,BU,0,1,1,5,0,30,1,0,Null
BU2402-2403,20230706_2,BU2402.XSGE,BU2403.XSGE,BU2402.XSGE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,5,32,BU,0,1,1,5,0,30,1,0,Null
BU2403-2404,20230706_2,BU2403.XSGE,BU2404.XSGE,BU2403.XSGE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,5,32,BU,0,1,1,5,0,30,1,0,Null
BU2404-2405,20230706_2,BU2404.XSGE,BU2405.XSGE,BU2404.XSGE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,5,32,BU,0,1,1,5,0,30,1,0,Null
C2307-2309,20220908_0,C2307.XDCE,C2309.XDCE,C2307.XDCE,0,0,5.0,5.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,8,32,C,0,1,1,9,0,12,4,0,SP c2307&c2309
C2309-2307,20220908_0,C2309.XDCE,C2307.XDCE,C2307.XDCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,8,32,C,0,1,1,9,0,30,4,0,Null
C2309-2311,20220908_0,C2309.XDCE,C2311.XDCE,C2311.XDCE,0,0,58.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,8,32,C,0,1,1,9,0,22,4,0,Null
C2311-2309,20220908_0,C2311.XDCE,C2309.XDCE,C2311.XDCE,0,0,-130.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,8,32,C,0,1,1,9,0,10,4,0,Null
C2311-2401,20220908_0,C2311.XDCE,C2401.XDCE,C2311.XDCE,0,0,44.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,8,32,C,0,1,1,9,0,16,4,0,Null
C2401-2403,20220908_0,C2401.XDCE,C2403.XDCE,C2403.XDCE,0,0,23.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,8,32,C,0,1,1,9,0,50,4,0,Null
C2403-2405,20220908_0,C2403.XDCE,C2405.XDCE,C2403.XDCE,0,0,-60.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,8,32,C,0,1,1,9,0,20,4,0,Null
CF2307-2309,20220926_0,CF2307.XZCE,CF2309.XZCE,CF2309.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,0,8,8,CF,0,1,1,9,0,10,2,1,SPD CF307&CF309
CF2309-2311,20220926_0,CF2309.XZCE,CF2311.XZCE,CF2309.XZCE,0,0,-170.0,-190.0,-230.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,0,8,8,CF,0,1,1,9,0,80,2,1,SPD CF309&CF311
CF2311-2401,20220926_0,CF2311.XZCE,CF2401.XZCE,CF2311.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,1,8,8,CF,0,1,1,9,0,11,4,1,SPD CF311&CF401
CS2307-2309,20220908_0,CS2307.XDCE,CS2309.XDCE,CS2307.XDCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,8,32,CS,0,1,1,9,0,100,1,0,SP cs2307&cs2309
CS2309-2311,20220908_0,CS2309.XDCE,CS2311.XDCE,CS2309.XDCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,8,32,CS,0,1,1,9,0,100,1,0,Null
CS2311-2309,20220908_0,CS2311.XDCE,CS2309.XDCE,CS2309.XDCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,8,32,CS,0,1,1,9,0,100,1,0,Null
CS2311-2401,20220908_0,CS2311.XDCE,CS2401.XDCE,CS2311.XDCE,0,0,25.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,8,32,CS,0,1,1,9,0,100,1,0,Null
CS2403-2405,20220908_0,CS2403.XDCE,CS2405.XDCE,CS2405.XDCE,0,0,-15.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,8,32,CS,0,1,1,9,0,2,2,0,Null
EG2307-2308,20220926_0,EG2307.XDCE,EG2308.XDCE,EG2308.XDCE,0,0,-40.0,-40.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,8,32,EG,0,1,1,28,0,12,5,0,Null
EG2308-2309,20220926_0,EG2308.XDCE,EG2309.XDCE,EG2309.XDCE,0,0,-49.0,-50.0,-50.0,-51.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,8,32,EG,0,1,1,28,0,0,2,0,Null
EG2309-2310,20220926_0,EG2309.XDCE,EG2310.XDCE,EG2309.XDCE,0,0,-20.0,-21.0,-22.0,-40.0,-42.0,-48,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,8,32,EG,0,1,1,28,0,12,5,0,Null
EG2310-2311,20220926_0,EG2310.XDCE,EG2311.XDCE,EG2310.XDCE,0,0,-21.0,-22.0,-23.0,-36.0,-40.0,-44,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,8,32,EG,0,1,1,28,0,12,5,0,Null
EG2311-2312,20220926_0,EG2311.XDCE,EG2312.XDCE,EG2311.XDCE,0,0,-20.0,-21.0,-22.0,-24.0,-30.0,-35,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,8,32,EG,0,1,1,28,0,12,5,0,Null
EG2312-2401,20220926_0,EG2312.XDCE,EG2401.XDCE,EG2312.XDCE,0,0,-20.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,8,32,EG,0,1,1,28,0,25,5,0,Null
EG2401-2402,20220926_0,EG2401.XDCE,EG2402.XDCE,EG2401.XDCE,0,0,-45.0,-60.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,1,8,32,EG,0,1,1,28,0,25,5,0,Null
EG2402-2403,20220926_0,EG2402.XDCE,EG2403.XDCE,EG2402.XDCE,0,0,-20.0,-30.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,1,8,32,EG,0,1,1,28,0,25,5,0,Null
FG2306-2309,20221017_0,FG2306.XZCE,FG2309.XZCE,FG2309.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,5,32,FG,0,1,1,2,0,100,0,0,Null
FG2307-2309,20221017_0,FG2307.XZCE,FG2309.XZCE,FG2309.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,5,32,FG,0,1,1,2,0,100,0,0,Null
FG2308-2309,20221017_1,FG2308.XZCE,FG2309.XZCE,FG2309.XZCE,0,0,5.0,0.0,-10.0,-20.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,20,1,0,5,16,FG,0,1,1,8,0,50,2,0,Null
FG2310-2311,20221017_1,FG2310.XZCE,FG2311.XZCE,FG2310.XZCE,0,0,5.0,0.0,-10.0,-20.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,20,1,1,5,16,FG,0,1,1,8,0,50,2,0,Null
FG2312-2401,20221017_1,FG2312.XZCE,FG2401.XZCE,FG2401.XZCE,0,0,0.0,-5.0,-10.0,-20.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,20,1,1,5,16,FG,0,1,1,8,0,50,2,0,Null
FG2402-2403,20221017_1,FG2402.XZCE,FG2403.XZCE,FG2403.XZCE,0,0,0.0,-5.0,-10.0,-20.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,20,1,1,5,16,FG,0,1,1,8,0,50,2,0,Null
FU2307-2308,20220907_0,FU2307.XSGE,FU2308.XSGE,FU2307.XSGE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,8,32,FU,0,1,1,19,0,15,4,0,Null
